nexo_id	name	definition	comment
9742	CC: core mediator complex | BP:  | MF:RNA polymerase II transcription cofactor activity	CC_def: A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. | BP_def:  | MF_def:Interacting selectively and non-covalently with an RNA polymerase II (RNAP II) regulatory transcription factor and also with the RNAP II basal transcription machinery in order to modulate transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between regulatory transcription factors and the basal RNAP II transcription machinery.	robustness:21.7475000714092 density:0.956709956709957 bootstrap:0.645000063 cc_score:0.702775 bp_score:0.0817174 mf_score:0.329087
9262	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.06802330425002 density:0.0261437908496732 bootstrap:0.151687695 cc_score:0.0 bp_score:0.0278069 mf_score:0.0
9917	CC:  | BP: G-protein coupled receptor protein signaling pathway | MF:	CC_def:  | BP_def: The series of molecular signals generated as a consequence of a G-protein coupled receptor binding to its physiological ligand. | MF_def:	robustness:9.0159458088461 density:0.174358974358974 bootstrap:0.174832134 cc_score:0.0634678 bp_score:0.111856 mf_score:0.0840604
5629	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.78546282 cc_score:0.0 bp_score:0.0 mf_score:0.0
8120	CC:  | BP: DNA catabolic process, endonucleolytic | MF:5'-flap endonuclease activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of DNA, involving the hydrolysis of internal 3',5'-phosphodiester bonds in one or two strands of deoxyribonucleotides. | MF_def:Catalysis of the cleavage of a 5' flap structure in DNA, but not other DNA structures; processes the 5' ends of Okazaki fragments in lagging strand DNA synthesis.	robustness:1.63960810049363 density:1 bootstrap:0.445453071 cc_score:0.0 bp_score:0.229058 mf_score:0.14884
9048	CC:  | BP: spindle assembly | MF:	CC_def:  | BP_def: The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart. | MF_def:	robustness:0 density:0 bootstrap:0.413392377 cc_score:0.0 bp_score:0.147603 mf_score:0.0
6986	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.94022377147722 density:1 bootstrap:0.8575115 cc_score:0.0 bp_score:0.0 mf_score:0.0
6643	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.64373518391616 density:0.1 bootstrap:0.72180889 cc_score:0.0 bp_score:0.0 mf_score:0.0
9654	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.79269119557337 density:0.222222222222222 bootstrap:0.250652507 cc_score:0.0 bp_score:0.0656046 mf_score:0.0
6176	CC:  | BP:  | MF:histidinol dehydrogenase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: L-histidinol + NAD+ = L-histidine + NADH + H+.	robustness:0 density:0 bootstrap:0.403046869 cc_score:0.0 bp_score:0.0897784 mf_score:0.120557
5150	CC:  | BP:  | MF:dipeptidyl-peptidase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the hydrolysis of N-terminal dipeptides from a polypeptide chain.	robustness:0 density:0 bootstrap:0.681981112 cc_score:0.0 bp_score:0.0 mf_score:0.231254
7426	CC:  | BP: betaine transport | MF:	CC_def:  | BP_def: The directed movement of betaine, the N-trimethyl derivative of an amino acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:	robustness:1.42933329541386 density:0.0952380952380952 bootstrap:0.302520735 cc_score:0.0 bp_score:0.104883 mf_score:0.0
5551	CC:  | BP: gamma-aminobutyric acid catabolic process | MF:succinate-semialdehyde dehydrogenase [NAD(P)+] activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms. | MF_def:Catalysis of the reaction: succinate semialdehyde + NAD(P)+ + H2O = succinate + NAD(P)H + H+.	robustness:3.08443449071524 density:0.666666666666667 bootstrap:0.86700987 cc_score:0.0 bp_score:0.424336 mf_score:0.314763
6536	CC:  | BP: magnesium ion transport | MF:magnesium ion transport	CC_def:  | BP_def: The directed movement of magnesium (Mg) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:The directed movement of magnesium (Mg) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	robustness:2.13656506424465 density:1 bootstrap:0.75640448 cc_score:0.0 bp_score:0.463413 mf_score:0.383333
8284	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.489149962 cc_score:0.0162568 bp_score:0.0830424 mf_score:0.0
9572	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.7207948755864 density:0.0191919191919192 bootstrap:0.292242359 cc_score:0.0 bp_score:0.0348003 mf_score:0.0115035
6525	CC:  | BP: ADP biosynthetic process | MF:dolichyl-phosphate beta-D-mannosyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of ADP, adenosine 5'-diphosphate. | MF_def:Catalysis of the reaction: GDP-mannose + dolichyl phosphate = GDP + dolichyl D-mannosyl phosphate.	robustness:1.49279450398477 density:0.0666666666666667 bootstrap:0.66646149 cc_score:0.0 bp_score:0.132727 mf_score:0.188465
9219	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.37240499591587 density:0.107142857142857 bootstrap:0.187307979 cc_score:0.0 bp_score:0.0126815 mf_score:0.0
5921	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.92459365 cc_score:0.0 bp_score:0.0 mf_score:0.0
5171	CC:  | BP:  | MF:glycolipid mannosyltransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-D-mannosyl-D-mannose linkage.	robustness:0 density:0 bootstrap:0.901074203 cc_score:0.0 bp_score:0.0 mf_score:0.561419
8161	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:8.88825846775944 density:0.454545454545455 bootstrap:0.57249675 cc_score:0.0 bp_score:0.0 mf_score:0.0
8312	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.40430037231489 density:0.166666666666667 bootstrap:0.464097545 cc_score:0.0 bp_score:0.0524403 mf_score:0.0
9436	CC: peroxisomal membrane | BP: protein targeting to peroxisome | MF:	CC_def: The lipid bilayer surrounding a peroxisome. | BP_def: The process of directing proteins towards the peroxisome, usually using signals contained within the protein. | MF_def:	robustness:22.5867115191544 density:0.350806451612903 bootstrap:0.69574018 cc_score:0.39457 bp_score:0.406748 mf_score:0.0
9364	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.10346822452654 density:0.7 bootstrap:0.257083186 cc_score:0.0 bp_score:0.0 mf_score:0.0
5613	CC:  | BP:  | MF:phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: phosphatidylinositol-3,4,5-trisphosphate + H2O = phosphatidylinositol-4,5-bisphosphate + phosphate.	robustness:0 density:0 bootstrap:0.74523545 cc_score:0.0 bp_score:0.0 mf_score:0.442252
6042	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.80185858879928 density:1 bootstrap:0.92960584 cc_score:0.0 bp_score:0.0 mf_score:0.0
9146	CC:  | BP: glycoprotein biosynthetic process | MF:mannosyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide. | MF_def:Catalysis of the transfer of a mannosyl group to an acceptor molecule, typically another carbohydrate or a lipid.	robustness:3.33914157582076 density:0.087719298245614 bootstrap:0.263682429 cc_score:0.0 bp_score:0.104671 mf_score:0.146776
6957	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.78722583 cc_score:0.0 bp_score:0.0409159 mf_score:0.0
7533	CC:  | BP: negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter | MF:	CC_def:  | BP_def: Any process that decreases the frequency, rate or extent of the synthesis of RNA from ribosomal protein genes by RNA polymerase II, originating at an RNA polymerase II promoter. | MF_def:	robustness:2.81883563968972 density:0.3 bootstrap:0.59607691 cc_score:0.0 bp_score:0.249892 mf_score:0.0
5118	CC:  | BP: amino acid export | MF:L-tyrosine transmembrane transporter activity	CC_def:  | BP_def: The directed movement of amino acids out of a cell or organelle. | MF_def:Catalysis of the transfer of L-tyrosine from one side of a membrane to the other. L-tyrosine is 2-amino-3-(4-hydroxyphenyl)propanoic acid.	robustness:0 density:0 bootstrap:0.80872599 cc_score:0.0 bp_score:0.113873 mf_score:0.136531
6162	CC: nuclear matrix | BP: actin filament severing | MF:	CC_def: The dense fibrillar network lying on the inner side of the nuclear membrane. | BP_def: The process in which an actin filament is broken down into smaller filaments. | MF_def:	robustness:0 density:0 bootstrap:0.91224759 cc_score:0.221799 bp_score:0.293981 mf_score:0.0
7092	CC:  | BP: regulation of MAP kinase activity | MF:	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of MAP kinase activity. | MF_def:	robustness:1.24564020382971 density:0.166666666666667 bootstrap:0.365152672 cc_score:0.0 bp_score:0.133322 mf_score:0.0
9148	CC:  | BP: spindle pole body duplication in nuclear envelope | MF:	CC_def:  | BP_def: Construction of a new spindle pole body adjacent to the existing spindle pole body in the nuclear envelope; usually occurs about the time of bud emergence. An example of this is found in Saccharomyces cerevisiae. | MF_def:	robustness:4.677726565394 density:0.571428571428571 bootstrap:0.365592345 cc_score:0.0 bp_score:0.239269 mf_score:0.0
7708	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.56298498 cc_score:0.0 bp_score:0.0 mf_score:0.0
7444	CC:  | BP: organic acid phosphorylation | MF:phosphomevalonate kinase activity	CC_def:  | BP_def: The process of introducing one or more phosphate groups into an organic acid. | MF_def:Catalysis of the reaction: (R)-5-phosphomevalonate + ATP = (R)-5-diphosphomevalonate + ADP + H(+).	robustness:0 density:0 bootstrap:0.810590287 cc_score:0.0 bp_score:0.437995 mf_score:0.439152
5485	CC:  | BP: uracil transport | MF:uridine transmembrane transporter activity	CC_def:  | BP_def: The directed movement of uracil, 2,4-dioxopyrimidine, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Catalysis of the transfer of uridine, uracil riboside, from one side of a membrane to the other.	robustness:1.8738739607511 density:0.166666666666667 bootstrap:0.82636136 cc_score:0.0 bp_score:0.236205 mf_score:0.236141
5532	CC:  | BP:  | MF:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the hydrolysis of the terminal 1,2-linked alpha-D-mannose residues in the oligo-mannose oligosaccharide Man(9)(GlcNAc)(2).	robustness:0 density:0 bootstrap:0.899065542 cc_score:0.0 bp_score:0.0419043 mf_score:0.225244
8852	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.0535867508064 density:1 bootstrap:0.698792048 cc_score:0.0 bp_score:0.0 mf_score:0.0
6103	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.03027002352296 density:0.333333333333333 bootstrap:0.83461593 cc_score:0.0 bp_score:0.0 mf_score:0.0
7113	CC:  | BP:  | MF:homocitrate synthase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 2-oxoglutarate + acetyl-CoA + H(2)O = CoA + H(+) + homocitrate.	robustness:0 density:0 bootstrap:0.32998528 cc_score:0.0 bp_score:0.0 mf_score:0.295608
5231	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.89189666 cc_score:0.0 bp_score:0.0 mf_score:0.0
9119	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.10168939346475 density:0.733333333333333 bootstrap:0.439821218 cc_score:0.0 bp_score:0.0398159 mf_score:0.0
6087	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.626071357 cc_score:0.0 bp_score:0.0 mf_score:0.0
6766	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0.763467268007342 density:0.00526315789473684 bootstrap:0.579513299 cc_score:0.0 bp_score:0.0885167 mf_score:0.0830184
9821	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.21826915137079 density:0.0105801445953095 bootstrap:0.107701634 cc_score:0.0304647 bp_score:0.0220545 mf_score:0.0129246
7745	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.486928492 cc_score:0.0 bp_score:0.0129884 mf_score:0.0
8849	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.14247443650826 density:0.666666666666667 bootstrap:0.41831577 cc_score:0.0 bp_score:0.0744408 mf_score:0.0
6952	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.62075663927467 density:0.2 bootstrap:0.572059447 cc_score:0.0 bp_score:0.0 mf_score:0.0
9534	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:12.0952653330227 density:1 bootstrap:0.67329891 cc_score:0.0 bp_score:0.0 mf_score:0.0
9741	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.80493166974875 density:0.8 bootstrap:0.218334942 cc_score:0.0 bp_score:0.0 mf_score:0.0
9942	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:7.76549051300272 density:0.092687074829932 bootstrap:0.200534441 cc_score:0.0370848 bp_score:0.0359542 mf_score:0.0112162
8505	CC:  | BP: meiotic anaphase II | MF:	CC_def:  | BP_def: Anaphase occurring as part of meiosis II. Anaphase is the part of nuclear division in which sister chromatids (or chromosomes) separate and migrate towards the poles of the spindle. Meiosis II is the second phase of meiosis, in which cells divide and separate the two chromatids in each chromosome. | MF_def:	robustness:3.45455322828992 density:1 bootstrap:0.65914651 cc_score:0.0 bp_score:0.294039 mf_score:0.0
9478	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.82712148983113 density:0.0248015873015873 bootstrap:0.195172828 cc_score:0.0 bp_score:0.0525152 mf_score:0.0584167
5108	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.80718463 cc_score:0.0 bp_score:0.0 mf_score:0.0
8534	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.922535717508 density:1 bootstrap:0.612450059 cc_score:0.0 bp_score:0.0112194 mf_score:0.0
6636	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.24170365929661 density:1 bootstrap:0.83268022 cc_score:0.0 bp_score:0.0 mf_score:0.0
8910	CC: Hrd1p ubiquitin ligase ERAD-M complex | BP: establishment of protein localization in endoplasmic reticulum membrane | MF:ubiquitin-protein ligase activator activity	CC_def: A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p. | BP_def: The directed movement of a protein to a specific location in the endoplasmic reticulum membrane. | MF_def:Increases the activity of a ubiquitin-protein ligase, an enzyme that catalyzes the covalent attachment of ubiquitin to lysine in a substrate protein.	robustness:5.37177351520896 density:1 bootstrap:0.79689289 cc_score:0.4375 bp_score:0.222726 mf_score:0.148558
